27886814	SRR12017692
27602307	SRR12017693
27751221	SRR12017694
27824958	SRR12017695
27542971	SRR12017696
21348916	SRR12017697
27433990	SRR12017698
27443808	SRR12017699
18346547	SRR12017700
23315671	SRR12017701
23362001	SRR12017702
18206568	SRR12017703
27404883	SRR12017704
21148417	SRR12017705
27319219	SRR12017706
27303459	SRR12017707
63915094	SRR22797220
63944175	SRR22797221
88617252	SRR22797222
60463186	SRR22797223
67857205	SRR22797224
67787128	SRR22797225
72101527	SRR22797226
153800052	SRR7707725
161667468	SRR7707726
174419903	SRR7707727
171564414	SRR7707728
159341083	SRR7707729
96493334	CRR033294
98535110	CRR033295
105733619	SRR2155313
100039807	SRR2155316
58642746	SRR2155320
101276566	SRR2155329
72806994	SRR13215351
75018992	SRR13215352
91702394	SRR13215353
80699708	SRR13215354
76466007	SRR13215355
84069437	SRR13215356
78982361	SRR13215357
72828874	SRR13215359
117377851	SRR13215402
129322505	SRR13215403
125104328	SRR13215404
125172807	SRR13215406
139420031	SRR13215407
127805680	SRR13215408
127294696	SRR13215409
130192410	SRR13215410
128122170	SRR13215411
126069661	SRR13215412
118426688	SRR13215413
119667608	SRR13215414
127286921	SRR13215415
125300280	SRR13215417
157004704	SRR13215418
17327218	SRR13215448
15043119	SRR13215449
94936082	SRR13215450
69678390	SRR13215451
65166998	SRR13215452
67942829	SRR13215453
74747499	SRR13215454
18282947	ERR232270
26510728	ERR232271
26963746	ERR232272
29945420	ERR232273
20906308	ERR232274
16744807	ERR232275
28602191	ERR232276
12607275	ERR232277
30135445	ERR232278
18417367	ERR232279
126217821	ERR1916595
148977734	ERR1916596
146660484	ERR1916597
164436520	ERR1916598
130434713	ERR1916599
147092636	ERR1916600
165193247	ERR1916601
141701495	ERR1916602
150350357	ERR1916603
140880533	ERR1916604
157162644	ERR1916605
153320806	ERR1916606
153987513	ERR1916607
142476700	ERR1916608
151021618	ERR1916609
146478486	ERR1916610
144438195	ERR1916611
160558436	ERR1916612
155986022	ERR1916613
172776014	ERR1916614
29112246	CRR101242
29106723	CRR101243
29164943	CRR101244
29141605	CRR101245
31282467	CRR101250
31275851	CRR101251
31337859	CRR101252
31300071	CRR101253
154833507	SRR6941195
153929426	SRR6941196
76057767	SRR6941197
73329041	SRR6941198
76948341	SRR6954088
75672140	SRR6954089
343372105	Embrio1
345177037	Embrio2
